Location,Year,Age,Sex,Cause,Measure,Value,Lower bound,Upper bound
Middle East & North Africa,2015,Under 5 years,Both,Intestinal nematode infections,Percent of total DALYs,0.000241147,0.000168543,0.000338106
Middle East & North Africa,2015,Under 5 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.001954775,0.001317259,0.002761376
Middle East & North Africa,2015,Under 5 years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Indirect maternal deaths,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Late maternal deaths,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Other maternal disorders,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.196888251,0.173273315,0.220440337
Middle East & North Africa,2015,Under 5 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.043762378,0.035977602,0.053939299
Middle East & North Africa,2015,Under 5 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0.053263474,0.028454652,0.07185493
Middle East & North Africa,2015,Under 5 years,Both,Other neonatal disorders,Percent of total DALYs,0.04262601,0.032002183,0.05597124
Middle East & North Africa,2015,Under 5 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.014000311,0.010492916,0.018526114
Middle East & North Africa,2015,Under 5 years,Both,Iodine deficiency,Percent of total DALYs,0.000233375,0.000105756,0.000418686
Middle East & North Africa,2015,Under 5 years,Both,Vitamin A deficiency,Percent of total DALYs,0.000104238,5.42E-05,0.000172388
Middle East & North Africa,2015,Under 5 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.019376341,0.012739699,0.027787986
Middle East & North Africa,2015,Under 5 years,Both,Other nutritional deficiencies,Percent of total DALYs,0.001360379,0.000862729,0.002046323
Middle East & North Africa,2015,Under 5 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.006849671,0.003591165,0.01134124
Middle East & North Africa,2015,Under 5 years,Both,Hepatitis,Percent of total DALYs,0.000835945,0.000723402,0.000952511
Middle East & North Africa,2015,Under 5 years,Both,Leprosy,Percent of total DALYs,8.48E-09,5.22E-09,1.34E-08
Middle East & North Africa,2015,Under 5 years,Both,Other infectious diseases,Percent of total DALYs,0.003479569,0.002423006,0.005003612
Middle East & North Africa,2015,Under 5 years,Both,Esophageal cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Stomach cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Liver cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Larynx cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Breast cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Cervical cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Uterine cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Prostate cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Colon and rectum cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Nasopharynx cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Other pharynx cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Pancreatic cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Malignant skin melanoma,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Ovarian cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Testicular cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Kidney cancer,Percent of total DALYs,0.000396168,0.00031473,0.000498162
Middle East & North Africa,2015,Under 5 years,Both,Bladder cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.001779356,0.001413079,0.002192089
Middle East & North Africa,2015,Under 5 years,Both,Thyroid cancer,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Mesothelioma,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Hodgkin lymphoma,Percent of total DALYs,3.76E-05,2.14E-05,5.05E-05
Middle East & North Africa,2015,Under 5 years,Both,Multiple myeloma,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Leukemia,Percent of total DALYs,0.003937012,0.003109253,0.004963222
Middle East & North Africa,2015,Under 5 years,Both,Other neoplasms,Percent of total DALYs,0.001866851,0.001619813,0.002154833
Middle East & North Africa,2015,Under 5 years,Both,Rheumatic heart disease,Percent of total DALYs,0.000688502,0.000533445,0.00087639
Middle East & North Africa,2015,Under 5 years,Both,Ischemic heart disease,Percent of total DALYs,0.000699253,0.000576159,0.000852358
Middle East & North Africa,2015,Under 5 years,Both,Cerebrovascular disease,Percent of total DALYs,0.007087696,0.005797096,0.009106016
Middle East & North Africa,2015,Under 5 years,Both,Hypertensive heart disease,Percent of total DALYs,4.78E-05,3.74E-05,6.17E-05
Middle East & North Africa,2015,Under 5 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.01215741,0.008293553,0.014756482
Middle East & North Africa,2015,Under 5 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Aortic aneurysm,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Peripheral vascular disease,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Endocarditis,Percent of total DALYs,0.002326338,0.00161968,0.002950804
Middle East & North Africa,2015,Under 5 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.011324142,0.009447641,0.014626773
Middle East & North Africa,2015,Under 5 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.001546988,0.001151118,0.002035451
Middle East & North Africa,2015,Under 5 years,Both,Pneumoconiosis,Percent of total DALYs,4.65E-06,2.87E-06,7.02E-06
Middle East & North Africa,2015,Under 5 years,Both,Asthma,Percent of total DALYs,0.003952783,0.002731619,0.005668863
Middle East & North Africa,2015,Under 5 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001083653,0.00079718,0.001521754
Middle East & North Africa,2015,Under 5 years,Both,Peptic ulcer disease,Percent of total DALYs,0.000130251,6.76E-05,0.000281193
Middle East & North Africa,2015,Under 5 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.000137177,8.40E-05,0.000235998
Middle East & North Africa,2015,Under 5 years,Both,Appendicitis,Percent of total DALYs,0.000316679,0.000182955,0.000596059
Middle East & North Africa,2015,Under 5 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.000829847,0.00042625,0.001472001
Middle East & North Africa,2015,Under 5 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,9.20E-05,5.73E-05,0.000163391
Middle East & North Africa,2015,Under 5 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.000285839,0.000147497,0.000553899
Middle East & North Africa,2015,Under 5 years,Both,Vascular intestinal disorders,Percent of total DALYs,2.32E-05,1.39E-05,4.00E-05
Middle East & North Africa,2015,Under 5 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.000240045,0.0001247,0.000507158
Middle East & North Africa,2015,Under 5 years,Both,Pancreatitis,Percent of total DALYs,2.71E-05,0.000014028,6.14E-05
Middle East & North Africa,2015,Under 5 years,Both,Other digestive diseases,Percent of total DALYs,0.00063738,0.000372173,0.001133786
Middle East & North Africa,2015,Under 5 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Parkinson disease,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Epilepsy,Percent of total DALYs,0.005511124,0.004284049,0.006865584
Middle East & North Africa,2015,Under 5 years,Both,Multiple sclerosis,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Migraine,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Medication overuse headache,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Motor neuron disease,Percent of total DALYs,0.000119234,0.000101625,0.000144387
Middle East & North Africa,2015,Under 5 years,Both,Other neurological disorders,Percent of total DALYs,0.001217081,0.001059259,0.001402844
Middle East & North Africa,2015,Under 5 years,Both,Schizophrenia,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Alcohol use disorders,Percent of total DALYs,1.42E-05,9.05E-06,2.10E-05
Middle East & North Africa,2015,Under 5 years,Both,Drug use disorders,Percent of total DALYs,8.72E-06,7.14E-06,1.08E-05
Middle East & North Africa,2015,Under 5 years,Both,Depressive disorders,Percent of total DALYs,5.66E-06,2.48E-06,0.000010801
Middle East & North Africa,2015,Under 5 years,Both,Bipolar disorder,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Anxiety disorders,Percent of total DALYs,0.00025437,0.000157819,0.000376201
Middle East & North Africa,2015,Under 5 years,Both,Eating disorders,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.002110563,0.001416544,0.002982869
Middle East & North Africa,2015,Under 5 years,Both,Conduct disorder,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Other mental and substance use disorders,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Diabetes mellitus,Percent of total DALYs,0.000663302,0.000517807,0.000828002
Middle East & North Africa,2015,Under 5 years,Both,Acute glomerulonephritis,Percent of total DALYs,2.42E-05,1.99E-05,3.21E-05
Middle East & North Africa,2015,Under 5 years,Both,Chronic kidney disease,Percent of total DALYs,0.00215575,0.001875236,0.002470912
Middle East & North Africa,2015,Under 5 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.001766735,0.00135458,0.002474632
Middle East & North Africa,2015,Under 5 years,Both,Gynecological diseases,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.009026107,0.006665834,0.013662627
Middle East & North Africa,2015,Under 5 years,Both,Rheumatoid arthritis,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Osteoarthritis,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Low back and neck pain,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Gout,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0,0,0
Middle East & North Africa,2015,Under 5 years,Both,Congenital anomalies,Percent of total DALYs,0.203470295,0.181090426,0.242584747
Middle East & North Africa,2015,Under 5 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.012953146,0.008884009,0.017746479
Middle East & North Africa,2015,Under 5 years,Both,Sense organ diseases,Percent of total DALYs,0.003903002,0.002644963,0.005628628
Middle East & North Africa,2015,Under 5 years,Both,Oral disorders,Percent of total DALYs,0.00020978,9.06E-05,0.000415903
Middle East & North Africa,2015,Under 5 years,Both,Sudden infant death syndrome,Percent of total DALYs,0.003636238,0.00275761,0.004834758
Middle East & North Africa,2015,Under 5 years,Both,Road injuries,Percent of total DALYs,0.019710044,0.015583165,0.02523309
Middle East & North Africa,2015,Under 5 years,Both,Other transport injuries,Percent of total DALYs,0.001121911,0.000847411,0.001591891
Middle East & North Africa,2015,Under 5 years,Both,Falls,Percent of total DALYs,0.005062818,0.003813533,0.006439036
Middle East & North Africa,2015,Under 5 years,Both,Drowning,Percent of total DALYs,0.005961069,0.004435338,0.008384235
Middle East & North Africa,2015,Under 5 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.003717452,0.003074754,0.004538709
Middle East & North Africa,2015,Under 5 years,Both,Poisonings,Percent of total DALYs,0.003409962,0.001519495,0.006749523
Middle East & North Africa,2015,Under 5 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.002931947,0.00196812,0.003704144
Middle East & North Africa,2015,Under 5 years,Both,Animal contact,Percent of total DALYs,0.00095724,0.00066398,0.001189948
Middle East & North Africa,2015,Under 5 years,Both,Foreign body,Percent of total DALYs,0.003270036,0.002732558,0.003806109
Middle East & North Africa,2015,Under 5 years,Both,Other unintentional injuries,Percent of total DALYs,0.003092017,0.002554224,0.003754811
Middle East & North Africa,2015,Under 5 years,Both,Self-harm,Percent of total DALYs,5.41E-06,3.51E-06,7.84E-06
Middle East & North Africa,2015,Under 5 years,Both,Interpersonal violence,Percent of total DALYs,0.00251376,0.00144576,0.00342727
Middle East & North Africa,2015,Under 5 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.079174843,0.054868065,0.102877444
East Asia & Pacific,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.003790858,0.003253184,0.004431629
Europe & Central Asia,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.002798118,0.002392002,0.003317536
Middle East & North Africa,2015,Under 5 years,Both,Ebola,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Tuberculosis,Percent of total DALYs,0.000131293,0.000112411,0.000156939
Latin America & Caribbean,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.003182723,0.002710508,0.003870115
North America,2015,Under 5 years,Both,Diarrheal diseases,Percent of total DALYs,0.009456994,0.008282406,0.010817872
North America,2015,Under 5 years,Both,Intestinal infectious diseases,Percent of total DALYs,2.40E-05,1.19E-05,4.63E-05
North America,2015,Under 5 years,Both,Lower respiratory infections,Percent of total DALYs,0.018091511,0.015987865,0.020420436
North America,2015,Under 5 years,Both,Upper respiratory infections,Percent of total DALYs,0.006220779,0.003443918,0.010374692
North America,2015,Under 5 years,Both,Otitis media,Percent of total DALYs,0.005575633,0.003833044,0.007871892
North America,2015,Under 5 years,Both,Meningitis,Percent of total DALYs,0.005580971,0.005005719,0.006269836
North America,2015,Under 5 years,Both,Encephalitis,Percent of total DALYs,0.001621149,0.001412989,0.001983012
North America,2015,Under 5 years,Both,Diphtheria,Percent of total DALYs,1.48E-05,9.85E-06,0.000022274
North America,2015,Under 5 years,Both,Whooping cough,Percent of total DALYs,0.000731654,0.000357683,0.001007937
North America,2015,Under 5 years,Both,Tetanus,Percent of total DALYs,0.000019327,1.67E-05,2.26E-05
North America,2015,Under 5 years,Both,Measles,Percent of total DALYs,0.000032885,1.97E-05,5.20E-05
North America,2015,Under 5 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.00044591,0.000313847,0.000802997
North America,2015,Under 5 years,Both,Malaria,Percent of total DALYs,5.25E-11,2.37E-11,1.17E-10
North America,2015,Under 5 years,Both,Chagas disease,Percent of total DALYs,1.44E-09,9.06E-10,2.14E-09
North America,2015,Under 5 years,Both,Leishmaniasis,Percent of total DALYs,2.71E-09,2.72E-10,9.40E-09
North America,2015,Under 5 years,Both,African trypanosomiasis,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Schistosomiasis,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Cysticercosis,Percent of total DALYs,1.66E-08,1.01E-08,2.57E-08
North America,2015,Under 5 years,Both,Cystic echinococcosis,Percent of total DALYs,8.65E-06,5.81E-06,1.23E-05
North America,2015,Under 5 years,Both,Lymphatic filariasis,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Trachoma,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Dengue,Percent of total DALYs,1.36E-05,7.75E-06,2.29E-05
North America,2015,Under 5 years,Both,Yellow fever,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Rabies,Percent of total DALYs,2.49E-05,0.000019756,3.05E-05
North America,2015,Under 5 years,Both,Intestinal nematode infections,Percent of total DALYs,6.47E-11,4.33E-11,9.02E-11
Middle East & North Africa,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.004274415,0.003374965,0.005535082
North America,2015,Under 5 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.000406758,0.000140196,0.00051023
North America,2015,Under 5 years,Both,Maternal hemorrhage,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Maternal hypertensive disorders,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.00088196,0.00076995,0.001009434
North America,2015,Under 5 years,Both,Indirect maternal deaths,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Late maternal deaths,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Other maternal disorders,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.187529314,0.166717423,0.203831032
North America,2015,Under 5 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.052476588,0.045850976,0.058687775
North America,2015,Under 5 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0.022228981,0.015508417,0.036948968
South Asia,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.01017892,0.007404472,0.015160703
North America,2015,Under 5 years,Both,Other neonatal disorders,Percent of total DALYs,0.075221655,0.065334823,0.084373136
North America,2015,Under 5 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.000423034,0.000349476,0.00051222
North America,2015,Under 5 years,Both,Iodine deficiency,Percent of total DALYs,5.25E-05,3.69E-05,7.16E-05
North America,2015,Under 5 years,Both,Vitamin A deficiency,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.059844807,0.042231606,0.082240876
North America,2015,Under 5 years,Both,Other nutritional deficiencies,Percent of total DALYs,0.000132848,0.00010987,0.000157983
North America,2015,Under 5 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.00032166,0.000170186,0.0005342
North America,2015,Under 5 years,Both,Hepatitis,Percent of total DALYs,0.000183128,0.000160442,0.000210063
North America,2015,Under 5 years,Both,Leprosy,Percent of total DALYs,5.31E-10,2.70E-10,9.13E-10
North America,2015,Under 5 years,Both,Other infectious diseases,Percent of total DALYs,0.009711904,0.008527,0.011301607
North America,2015,Under 5 years,Both,Esophageal cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Stomach cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Liver cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Larynx cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Breast cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Cervical cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Uterine cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Prostate cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Colon and rectum cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Nasopharynx cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Other pharynx cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Pancreatic cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Malignant skin melanoma,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Ovarian cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Testicular cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Kidney cancer,Percent of total DALYs,0.00079625,0.000713714,0.000885867
North America,2015,Under 5 years,Both,Bladder cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.004535007,0.003878105,0.005107291
North America,2015,Under 5 years,Both,Thyroid cancer,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Mesothelioma,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Hodgkin lymphoma,Percent of total DALYs,6.82E-05,0.000062392,7.43E-05
SubSaharan Africa,2015,Under 5 years,Both,Hemolytic disease,Percent of total DALYs,0.007208916,0.003821236,0.012007075
North America,2015,Under 5 years,Both,Multiple myeloma,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Leukemia,Percent of total DALYs,0.005712625,0.004903934,0.006451011
North America,2015,Under 5 years,Both,Other neoplasms,Percent of total DALYs,0.006899754,0.006213615,0.008000846
North America,2015,Under 5 years,Both,Rheumatic heart disease,Percent of total DALYs,0.000286162,0.000253273,0.000322171
North America,2015,Under 5 years,Both,Ischemic heart disease,Percent of total DALYs,0.000258344,0.000234161,0.000286596
North America,2015,Under 5 years,Both,Cerebrovascular disease,Percent of total DALYs,0.003768459,0.003384342,0.004141011
North America,2015,Under 5 years,Both,Hypertensive heart disease,Percent of total DALYs,6.68E-05,0.000059609,7.42E-05
North America,2015,Under 5 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.007189693,0.006555256,0.007852393
North America,2015,Under 5 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Aortic aneurysm,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Peripheral vascular disease,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Endocarditis,Percent of total DALYs,0.000756954,0.000648781,0.000873058
North America,2015,Under 5 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.003071544,0.002796768,0.003370742
North America,2015,Under 5 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.002586208,0.002332257,0.002851918
North America,2015,Under 5 years,Both,Pneumoconiosis,Percent of total DALYs,6.37E-06,4.06E-06,9.18E-06
North America,2015,Under 5 years,Both,Asthma,Percent of total DALYs,0.020892885,0.014774881,0.028162194
East Asia & Pacific,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.004012124,0.002557064,0.007633108
North America,2015,Under 5 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.004977959,0.004404662,0.005559234
Europe & Central Asia,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.004143127,0.003606122,0.004747728
Latin America & Caribbean,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.004728412,0.004200071,0.005354021
Middle East & North Africa,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.000416361,0.000294967,0.000610988
North America,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.001609061,0.001487179,0.00171711
North America,2015,Under 5 years,Both,Peptic ulcer disease,Percent of total DALYs,5.44E-05,4.69E-05,6.21E-05
North America,2015,Under 5 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.00016437,0.000114583,0.000226025
North America,2015,Under 5 years,Both,Appendicitis,Percent of total DALYs,0.000123846,0.000108004,0.000140597
North America,2015,Under 5 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.000596455,0.00049703,0.000756053
North America,2015,Under 5 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,9.50E-05,7.21E-05,0.000114775
North America,2015,Under 5 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.000730739,0.000639466,0.000833372
North America,2015,Under 5 years,Both,Vascular intestinal disorders,Percent of total DALYs,0.000158869,0.000133143,0.000186093
North America,2015,Under 5 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,6.10E-05,5.38E-05,6.86E-05
North America,2015,Under 5 years,Both,Pancreatitis,Percent of total DALYs,0.000105309,8.47E-05,0.000128845
North America,2015,Under 5 years,Both,Other digestive diseases,Percent of total DALYs,0.000751885,0.000631829,0.00084724
North America,2015,Under 5 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Parkinson disease,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Epilepsy,Percent of total DALYs,0.004925013,0.003705972,0.006662098
North America,2015,Under 5 years,Both,Multiple sclerosis,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Migraine,Percent of total DALYs,0,0,0
South Asia,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.003408233,0.002985506,0.003866329
North America,2015,Under 5 years,Both,Medication overuse headache,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Motor neuron disease,Percent of total DALYs,0.003420919,0.003092472,0.003738215
North America,2015,Under 5 years,Both,Other neurological disorders,Percent of total DALYs,0.003223805,0.00287717,0.003636208
North America,2015,Under 5 years,Both,Schizophrenia,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Alcohol use disorders,Percent of total DALYs,1.93E-05,8.54E-06,3.91E-05
North America,2015,Under 5 years,Both,Drug use disorders,Percent of total DALYs,2.70E-05,2.28E-05,3.13E-05
North America,2015,Under 5 years,Both,Depressive disorders,Percent of total DALYs,1.93E-05,8.49E-06,3.63E-05
North America,2015,Under 5 years,Both,Bipolar disorder,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Anxiety disorders,Percent of total DALYs,0.000694611,0.000423771,0.001032623
North America,2015,Under 5 years,Both,Eating disorders,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.007707824,0.005295029,0.010630387
SubSaharan Africa,2015,Under 5 years,Both,HIV,Percent of total DALYs,0.025944989,0.024255607,0.027811755
North America,2015,Under 5 years,Both,Conduct disorder,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Other mental and substance use disorders,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Diabetes mellitus,Percent of total DALYs,0.000687048,0.000628507,0.000749331
North America,2015,Under 5 years,Both,Acute glomerulonephritis,Percent of total DALYs,6.74E-05,6.06E-05,0.000074435
North America,2015,Under 5 years,Both,Chronic kidney disease,Percent of total DALYs,0.002008592,0.00182221,0.002196518
North America,2015,Under 5 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.001250148,0.001163455,0.001355163
North America,2015,Under 5 years,Both,Gynecological diseases,Percent of total DALYs,0,0,0
North America,2015,Under 5 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.006369483,0.004835626,0.008307312
North America,2015,Under 5 years,Both,Rheumatoid arthritis,Percent of total DALYs,0,0,0
