Location,Year,Age,Sex,Cause of death or injury,Measure,Value,Lower bound,Upper bound
Middle East & North Africa - WB,2015,15-49 years,Both,Indirect maternal deaths,Percent of total DALYs,0.000697148,0.000478896,0.001045094
Middle East & North Africa - WB,2015,15-49 years,Both,Late maternal deaths,Percent of total DALYs,0.000161303,9.84563E-05,0.000260822
Middle East & North Africa - WB,2015,15-49 years,Both,Other maternal disorders,Percent of total DALYs,0.001354233,0.000986698,0.001954235
Middle East & North Africa - WB,2015,15-49 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.003330217,0.002524451,0.004331814
Middle East & North Africa - WB,2015,15-49 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.002772257,0.00186252,0.003972228
Middle East & North Africa - WB,2015,15-49 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,15-49 years,Both,Hemolytic disease and other neonatal jaundice,Percent of total DALYs,0.000650677,0.000497829,0.00081903
Middle East & North Africa - WB,2015,15-49 years,Both,Other neonatal disorders,Percent of total DALYs,0.001169526,0.000722475,0.001825825
Middle East & North Africa - WB,2015,15-49 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.000233693,0.00017657,0.000299819
Middle East & North Africa - WB,2015,15-49 years,Both,Iodine deficiency,Percent of total DALYs,0.0022982,0.001588941,0.003228573
Middle East & North Africa - WB,2015,15-49 years,Both,Vitamin A deficiency,Percent of total DALYs,0.000193467,0.000131909,0.000270094
Middle East & North Africa - WB,2015,15-49 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.018019447,0.013213566,0.024058616
Middle East & North Africa - WB,2015,15-49 years,Both,Other nutritional deficiencies,Percent of total DALYs,8.16077E-05,6.28898E-05,0.00010904
Middle East & North Africa - WB,2015,15-49 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.003704379,0.002262698,0.005511263
Middle East & North Africa - WB,2015,15-49 years,Both,Hepatitis,Percent of total DALYs,0.001513548,0.00133891,0.001724036
Middle East & North Africa - WB,2015,15-49 years,Both,Leprosy,Percent of total DALYs,2.37387E-06,1.64121E-06,3.30122E-06
Middle East & North Africa - WB,2015,15-49 years,Both,Other infectious diseases,Percent of total DALYs,0.000948145,0.000808574,0.001118265
Middle East & North Africa - WB,2015,15-49 years,Both,Esophageal cancer,Percent of total DALYs,0.000905785,0.000749495,0.00110177
Middle East & North Africa - WB,2015,15-49 years,Both,Stomach cancer,Percent of total DALYs,0.003315655,0.002764616,0.003970102
Middle East & North Africa - WB,2015,15-49 years,Both,Liver cancer,Percent of total DALYs,0.002692173,0.001977867,0.003284545
Middle East & North Africa - WB,2015,15-49 years,Both,Larynx cancer,Percent of total DALYs,0.000536828,0.000452887,0.000642069
Middle East & North Africa - WB,2015,15-49 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0.004935231,0.004158735,0.005866846
Middle East & North Africa - WB,2015,15-49 years,Both,Breast cancer,Percent of total DALYs,0.007169939,0.005933041,0.008664703
Middle East & North Africa - WB,2015,15-49 years,Both,Cervical cancer,Percent of total DALYs,0.00127125,0.001021691,0.001594698
Middle East & North Africa - WB,2015,15-49 years,Both,Uterine cancer,Percent of total DALYs,0.000531457,0.000427858,0.000655068
Middle East & North Africa - WB,2015,15-49 years,Both,Prostate cancer,Percent of total DALYs,0.000157282,0.000099226,0.000208274
Middle East & North Africa - WB,2015,15-49 years,Both,Colon and rectum cancer,Percent of total DALYs,0.003733232,0.003177485,0.004386052
Middle East & North Africa - WB,2015,15-49 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0.000524866,0.000446616,0.000617915
Middle East & North Africa - WB,2015,15-49 years,Both,Nasopharynx cancer,Percent of total DALYs,0.000596084,0.000472825,0.000722523
Middle East & North Africa - WB,2015,15-49 years,Both,Other pharynx cancer,Percent of total DALYs,0.00028534,0.000236519,0.00034215
Middle East & North Africa - WB,2015,15-49 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0.000531924,0.000419277,0.000651879
Middle East & North Africa - WB,2015,15-49 years,Both,Pancreatic cancer,Percent of total DALYs,0.001267127,0.001066151,0.001498128
Middle East & North Africa - WB,2015,15-49 years,Both,Malignant skin melanoma,Percent of total DALYs,0.000314525,0.000259434,0.000388144
Middle East & North Africa - WB,2015,15-49 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0.000189096,0.000162543,0.000222074
Middle East & North Africa - WB,2015,15-49 years,Both,Ovarian cancer,Percent of total DALYs,0.00108837,0.000897721,0.001313439
Middle East & North Africa - WB,2015,15-49 years,Both,Testicular cancer,Percent of total DALYs,0.000245763,0.00020359,0.000295182
Middle East & North Africa - WB,2015,15-49 years,Both,Kidney cancer,Percent of total DALYs,0.000676392,0.000567196,0.00080332
Middle East & North Africa - WB,2015,15-49 years,Both,Bladder cancer,Percent of total DALYs,0.000735466,0.000618815,0.000869093
Middle East & North Africa - WB,2015,15-49 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.005141899,0.004094529,0.006220618
Middle East & North Africa - WB,2015,15-49 years,Both,Thyroid cancer,Percent of total DALYs,0.000228852,0.000173762,0.000273787
Middle East & North Africa - WB,2015,15-49 years,Both,Mesothelioma,Percent of total DALYs,0.000242156,0.000201507,0.000291732
Middle East & North Africa - WB,2015,15-49 years,Both,Hodgkin lymphoma,Percent of total DALYs,0.000625005,0.000497514,0.00081219
Middle East & North Africa - WB,2015,15-49 years,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.002106235,0.001778791,0.002589432
Middle East & North Africa - WB,2015,15-49 years,Both,Multiple myeloma,Percent of total DALYs,0.000457889,0.0003784,0.000555412
Middle East & North Africa - WB,2015,15-49 years,Both,Leukemia,Percent of total DALYs,0.007752581,0.006573331,0.009078331
Middle East & North Africa - WB,2015,15-49 years,Both,Other neoplasms,Percent of total DALYs,0.004520563,0.003771984,0.005499978
Middle East & North Africa - WB,2015,15-49 years,Both,Rheumatic heart disease,Percent of total DALYs,0.003496862,0.003078914,0.003997057
Middle East & North Africa - WB,2015,15-49 years,Both,Ischemic heart disease,Percent of total DALYs,0.049246253,0.042384746,0.057873919
Middle East & North Africa - WB,2015,15-49 years,Both,Cerebrovascular disease,Percent of total DALYs,0.026802702,0.0230327,0.031238187
Middle East & North Africa - WB,2015,15-49 years,Both,Hypertensive heart disease,Percent of total DALYs,0.00367415,0.003059315,0.004433728
Middle East & North Africa - WB,2015,15-49 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.00575677,0.004864535,0.007152333
Middle East & North Africa - WB,2015,15-49 years,Both,Atrial fibrillation and flutter,Percent of total DALYs,0.000215878,0.000163114,0.000284497
Middle East & North Africa - WB,2015,15-49 years,Both,Aortic aneurysm,Percent of total DALYs,0.000741296,0.000622695,0.000881014
Middle East & North Africa - WB,2015,15-49 years,Both,Peripheral vascular disease,Percent of total DALYs,1.15554E-05,9.47899E-06,1.43399E-05
Middle East & North Africa - WB,2015,15-49 years,Both,Endocarditis,Percent of total DALYs,0.00200712,0.001608622,0.002705339
Middle East & North Africa - WB,2015,15-49 years,Both,Other cardiovascular and circulatory diseases,Percent of total DALYs,0.012688107,0.011667045,0.01380481
Middle East & North Africa - WB,2015,15-49 years,Both,Chronic obstructive pulmonary disease,Percent of total DALYs,0.006515077,0.005721745,0.00747042
Middle East & North Africa - WB,2015,15-49 years,Both,Pneumoconiosis,Percent of total DALYs,0.00043416,0.000328533,0.000551725
Middle East & North Africa - WB,2015,15-49 years,Both,Asthma,Percent of total DALYs,0.012165319,0.00963584,0.015116109
Middle East & North Africa - WB,2015,15-49 years,Both,Interstitial lung disease and pulmonary sarcoidosis,Percent of total DALYs,0.000447936,0.000352801,0.000564822
Middle East & North Africa - WB,2015,15-49 years,Both,Other chronic respiratory diseases,Percent of total DALYs,0.001381556,0.000990536,0.001693167
Middle East & North Africa - WB,2015,15-49 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis B,Percent of total DALYs,0.003247306,0.002592578,0.004082616
Middle East & North Africa - WB,2015,15-49 years,Both,Cirrhosis and other chronic liver diseases due to hepatitis C,Percent of total DALYs,0.006019106,0.004917355,0.007247523
Middle East & North Africa - WB,2015,15-49 years,Both,Cirrhosis and other chronic liver diseases due to alcohol use,Percent of total DALYs,0.000933401,0.000762105,0.001132671
Middle East & North Africa - WB,2015,15-49 years,Both,Cirrhosis and other chronic liver diseases due to other causes,Percent of total DALYs,0.003198593,0.002636642,0.00386572
Middle East & North Africa - WB,2015,15-49 years,Both,Peptic ulcer disease,Percent of total DALYs,0.001707188,0.001482045,0.001990195
Middle East & North Africa - WB,2015,15-49 years,Both,Gastritis and duodenitis,Percent of total DALYs,0.001142651,0.000874959,0.001457161
Middle East & North Africa - WB,2015,15-49 years,Both,Appendicitis,Percent of total DALYs,0.000647079,0.000485893,0.000763819
Middle East & North Africa - WB,2015,15-49 years,Both,Paralytic ileus and intestinal obstruction,Percent of total DALYs,0.00179534,0.001456172,0.002238355
Middle East & North Africa - WB,2015,15-49 years,Both,"Inguinal, femoral, and abdominal hernia",Percent of total DALYs,0.000176004,0.000131772,0.000240607
Middle East & North Africa - WB,2015,15-49 years,Both,Inflammatory bowel disease,Percent of total DALYs,0.00224992,0.00179235,0.002747062
Middle East & North Africa - WB,2015,15-49 years,Both,Vascular intestinal disorders,Percent of total DALYs,0.000283899,0.000231351,0.000341923
Middle East & North Africa - WB,2015,15-49 years,Both,Gallbladder and biliary diseases,Percent of total DALYs,0.000879551,0.000775993,0.000990969
Middle East & North Africa - WB,2015,15-49 years,Both,Pancreatitis,Percent of total DALYs,0.000762783,0.000641024,0.000896444
Middle East & North Africa - WB,2015,15-49 years,Both,Other digestive diseases,Percent of total DALYs,0.001276662,0.001032226,0.00154285
Middle East & North Africa - WB,2015,15-49 years,Both,Alzheimer disease and other dementias,Percent of total DALYs,0.000133841,0.000089248,0.000194681
Middle East & North Africa - WB,2015,15-49 years,Both,Parkinson disease,Percent of total DALYs,9.46395E-05,7.79569E-05,0.000114187
Middle East & North Africa - WB,2015,15-49 years,Both,Epilepsy,Percent of total DALYs,0.009259727,0.007811327,0.010844764
Middle East & North Africa - WB,2015,15-49 years,Both,Multiple sclerosis,Percent of total DALYs,0.000767119,0.00064864,0.000901853
Middle East & North Africa - WB,2015,15-49 years,Both,Migraine,Percent of total DALYs,0.035980774,0.023372954,0.05038092
Middle East & North Africa - WB,2015,15-49 years,Both,Tension-type headache,Percent of total DALYs,0.002480786,0.001182276,0.004368023
Middle East & North Africa - WB,2015,15-49 years,Both,Medication overuse headache,Percent of total DALYs,0.012062866,0.008527292,0.016476408
Middle East & North Africa - WB,2015,15-49 years,Both,Motor neuron disease,Percent of total DALYs,0.000173139,0.000136153,0.000213585
Middle East & North Africa - WB,2015,15-49 years,Both,Other neurological disorders,Percent of total DALYs,0.000844257,0.000721599,0.00099821
Middle East & North Africa - WB,2015,15-49 years,Both,Schizophrenia,Percent of total DALYs,0.010580747,0.007970281,0.013427087
Middle East & North Africa - WB,2015,15-49 years,Both,Alcohol use disorders,Percent of total DALYs,0.002468384,0.001986157,0.003012228
Middle East & North Africa - WB,2015,15-49 years,Both,Drug use disorders,Percent of total DALYs,0.026747394,0.021814604,0.032271204
Middle East & North Africa - WB,2015,15-49 years,Both,Depressive disorders,Percent of total DALYs,0.048434643,0.035607955,0.063045322
Middle East & North Africa - WB,2015,15-49 years,Both,Bipolar disorder,Percent of total DALYs,0.010419003,0.006921389,0.014870114
Middle East & North Africa - WB,2015,15-49 years,Both,Anxiety disorders,Percent of total DALYs,0.024363925,0.017575758,0.03309242
Middle East & North Africa - WB,2015,15-49 years,Both,Eating disorders,Percent of total DALYs,0.001389463,0.001037952,0.001797148
Middle East & North Africa - WB,2015,15-49 years,Both,Autistic spectrum disorders,Percent of total DALYs,0.00711798,0.005474016,0.009014295
Middle East & North Africa - WB,2015,15-49 years,Both,Attention-deficit/hyperactivity disorder,Percent of total DALYs,0.000497442,0.000304675,0.000752155
Middle East & North Africa - WB,2015,15-49 years,Both,Conduct disorder,Percent of total DALYs,0.003485854,0.002021769,0.005497577
Middle East & North Africa - WB,2015,15-49 years,Both,Idiopathic developmental intellectual disability,Percent of total DALYs,0.003502549,0.001662981,0.005724487
Middle East & North Africa - WB,2015,15-49 years,Both,Other mental and substance use disorders,Percent of total DALYs,0.008875353,0.006705662,0.01132853
Middle East & North Africa - WB,2015,15-49 years,Both,Diabetes mellitus,Percent of total DALYs,0.033625644,0.028023906,0.039767429
Middle East & North Africa - WB,2015,15-49 years,Both,Acute glomerulonephritis,Percent of total DALYs,5.49856E-05,4.35354E-05,0.000066186
Middle East & North Africa - WB,2015,15-49 years,Both,Chronic kidney disease,Percent of total DALYs,0.015275128,0.013252153,0.017199982
Middle East & North Africa - WB,2015,15-49 years,Both,Urinary diseases and male infertility,Percent of total DALYs,0.00220358,0.001809358,0.002646984
Middle East & North Africa - WB,2015,15-49 years,Both,Gynecological diseases,Percent of total DALYs,0.010840883,0.008101138,0.014123502
Middle East & North Africa - WB,2015,15-49 years,Both,Hemoglobinopathies and hemolytic anemias,Percent of total DALYs,0.00909755,0.007634311,0.010987098
Middle East & North Africa - WB,2015,15-49 years,Both,"Endocrine, metabolic, blood, and immune disorders",Percent of total DALYs,0.002295955,0.002053717,0.002597625
Middle East & North Africa - WB,2015,15-49 years,Both,Rheumatoid arthritis,Percent of total DALYs,0.002602362,0.001958109,0.003288125
Middle East & North Africa - WB,2015,15-49 years,Both,Osteoarthritis,Percent of total DALYs,0.003954251,0.003063016,0.004897415
Middle East & North Africa - WB,2015,15-49 years,Both,Low back and neck pain,Percent of total DALYs,0.071226418,0.056765234,0.087973877
Middle East & North Africa - WB,2015,15-49 years,Both,Gout,Percent of total DALYs,0.000564775,0.000404612,0.000741667
Middle East & North Africa - WB,2015,15-49 years,Both,Other musculoskeletal disorders,Percent of total DALYs,0.026885841,0.019409642,0.035072136
Middle East & North Africa - WB,2015,15-49 years,Both,Congenital anomalies,Percent of total DALYs,0.009865196,0.007588389,0.013065215
Middle East & North Africa - WB,2015,15-49 years,Both,Skin and subcutaneous diseases,Percent of total DALYs,0.027526705,0.019581083,0.038603364
Middle East & North Africa - WB,2015,15-49 years,Both,Sense organ diseases,Percent of total DALYs,0.021984043,0.016576091,0.028194077
Middle East & North Africa - WB,2015,15-49 years,Both,Oral disorders,Percent of total DALYs,0.009617385,0.006033232,0.014505296
Middle East & North Africa - WB,2015,15-49 years,Both,Sudden infant death syndrome,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,15-49 years,Both,Road injuries,Percent of total DALYs,0.071419836,0.059834408,0.084237882
Middle East & North Africa - WB,2015,15-49 years,Both,Other transport injuries,Percent of total DALYs,0.005093668,0.004048093,0.006242271
Middle East & North Africa - WB,2015,15-49 years,Both,Falls,Percent of total DALYs,0.012649543,0.011405528,0.0140455
Middle East & North Africa - WB,2015,15-49 years,Both,Drowning,Percent of total DALYs,0.006091321,0.00509472,0.007337798
Middle East & North Africa - WB,2015,15-49 years,Both,"Fire, heat, and hot substances",Percent of total DALYs,0.007028554,0.006069117,0.008150219
Middle East & North Africa - WB,2015,15-49 years,Both,Poisonings,Percent of total DALYs,0.00351826,0.002927662,0.004651446
Middle East & North Africa - WB,2015,15-49 years,Both,Exposure to mechanical forces,Percent of total DALYs,0.012391986,0.010320987,0.014247235
Middle East & North Africa - WB,2015,15-49 years,Both,Adverse effects of medical treatment,Percent of total DALYs,0.003803053,0.002792195,0.004533777
Middle East & North Africa - WB,2015,15-49 years,Both,Animal contact,Percent of total DALYs,0.001117251,0.000958956,0.001243796
Middle East & North Africa - WB,2015,15-49 years,Both,Foreign body,Percent of total DALYs,0.003063687,0.002698051,0.003489099
Middle East & North Africa - WB,2015,15-49 years,Both,Other unintentional injuries,Percent of total DALYs,0.009939149,0.008671449,0.011228412
Middle East & North Africa - WB,2015,15-49 years,Both,Self-harm,Percent of total DALYs,0.017652146,0.014733955,0.021441052
Middle East & North Africa - WB,2015,15-49 years,Both,Interpersonal violence,Percent of total DALYs,0.013580368,0.008599155,0.017294042
Middle East & North Africa - WB,2015,15-49 years,Both,Exposure to forces of nature,Percent of total DALYs,0.000493284,0.000207882,0.000822768
Middle East & North Africa - WB,2015,15-49 years,Both,Collective violence and legal intervention,Percent of total DALYs,0.093331095,0.046172434,0.138228894
Middle East & North Africa - WB,2015,15-49 years,Both,Maternal deaths aggravated by HIV/AIDS,Percent of total DALYs,1.41528E-06,5.55E-07,3.33981E-06
Middle East & North Africa - WB,2015,15-49 years,Both,Environmental heat and cold exposure,Percent of total DALYs,0.004139202,0.003444505,0.004914346
Middle East & North Africa - WB,2015,15-49 years,Both,Ebola,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Tuberculosis,Percent of total DALYs,0.004487532,0.003537541,0.005905626
Middle East & North Africa - WB,2015,50-69 years,Both,HIV/AIDS,Percent of total DALYs,0.000782314,0.000562766,0.001262664
Middle East & North Africa - WB,2015,50-69 years,Both,Diarrheal diseases,Percent of total DALYs,0.001390644,0.001274672,0.001529834
Middle East & North Africa - WB,2015,50-69 years,Both,Intestinal infectious diseases,Percent of total DALYs,0.000105373,5.68508E-05,0.000184201
Middle East & North Africa - WB,2015,50-69 years,Both,Lower respiratory infections,Percent of total DALYs,0.016503493,0.013340167,0.019061881
Middle East & North Africa - WB,2015,50-69 years,Both,Upper respiratory infections,Percent of total DALYs,0.0005603,0.000335241,0.000901245
Middle East & North Africa - WB,2015,50-69 years,Both,Otitis media,Percent of total DALYs,0.000662826,0.000430358,0.000966038
Middle East & North Africa - WB,2015,50-69 years,Both,Meningitis,Percent of total DALYs,0.001416014,0.001185016,0.001558264
Middle East & North Africa - WB,2015,50-69 years,Both,Encephalitis,Percent of total DALYs,0.000981327,0.000867661,0.001095948
Middle East & North Africa - WB,2015,50-69 years,Both,Diphtheria,Percent of total DALYs,1.94256E-06,8.70E-07,4.1432E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Whooping cough,Percent of total DALYs,2.4691E-06,6.47E-07,7.10676E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Tetanus,Percent of total DALYs,0.000093611,6.77597E-05,0.000188443
Middle East & North Africa - WB,2015,50-69 years,Both,Measles,Percent of total DALYs,1.1638E-06,2.58E-07,4.04064E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Varicella and herpes zoster,Percent of total DALYs,0.000125992,0.000084739,0.000175651
Middle East & North Africa - WB,2015,50-69 years,Both,Malaria,Percent of total DALYs,0.000042603,2.82952E-05,6.76606E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Chagas disease,Percent of total DALYs,3.44E-07,2.38E-07,4.81E-07
Middle East & North Africa - WB,2015,50-69 years,Both,Leishmaniasis,Percent of total DALYs,0.000125277,9.18253E-05,0.000166439
Middle East & North Africa - WB,2015,50-69 years,Both,African trypanosomiasis,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Schistosomiasis,Percent of total DALYs,0.00051481,0.000316664,0.000824147
Middle East & North Africa - WB,2015,50-69 years,Both,Cysticercosis,Percent of total DALYs,9.06E-07,5.90E-07,1.36472E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Cystic echinococcosis,Percent of total DALYs,7.52599E-05,6.40187E-05,8.75988E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Lymphatic filariasis,Percent of total DALYs,3.47319E-06,1.67503E-06,6.13148E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Onchocerciasis,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Trachoma,Percent of total DALYs,0.000271991,0.000174643,0.000414983
Middle East & North Africa - WB,2015,50-69 years,Both,Dengue,Percent of total DALYs,6.62763E-06,4.62418E-06,9.19628E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Yellow fever,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Rabies,Percent of total DALYs,9.12715E-06,6.60452E-06,1.23459E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Intestinal nematode infections,Percent of total DALYs,0.000193042,0.000113824,0.000307685
Middle East & North Africa - WB,2015,50-69 years,Both,Food-borne trematodiases,Percent of total DALYs,6.56095E-05,1.69957E-05,0.000148192
Middle East & North Africa - WB,2015,50-69 years,Both,Other neglected tropical diseases,Percent of total DALYs,0.000308085,0.000124787,0.000563902
Middle East & North Africa - WB,2015,50-69 years,Both,Maternal hemorrhage,Percent of total DALYs,7.62067E-06,3.66521E-06,1.50614E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Maternal sepsis and other maternal infections,Percent of total DALYs,6.52165E-06,3.15733E-06,1.27408E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Maternal hypertensive disorders,Percent of total DALYs,2.76153E-06,1.30399E-06,5.41568E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Maternal obstructed labor and uterine rupture,Percent of total DALYs,1.63051E-05,1.08931E-05,2.22746E-05
Middle East & North Africa - WB,2015,50-69 years,Both,"Maternal abortion, miscarriage, and ectopic pregnancy",Percent of total DALYs,0.000015989,7.43351E-06,3.03908E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Indirect maternal deaths,Percent of total DALYs,1.82557E-06,9.03E-07,3.48483E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Late maternal deaths,Percent of total DALYs,8.42E-07,4.07E-07,1.67171E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Other maternal disorders,Percent of total DALYs,0.000010919,6.95549E-06,1.76101E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Neonatal preterm birth complications,Percent of total DALYs,0.000754495,0.000576516,0.000960192
Middle East & North Africa - WB,2015,50-69 years,Both,Neonatal encephalopathy due to birth asphyxia and trauma,Percent of total DALYs,0.000798053,0.000542293,0.001156463
Middle East & North Africa - WB,2015,50-69 years,Both,Neonatal sepsis and other neonatal infections,Percent of total DALYs,0,0,0
Middle East & North Africa - WB,2015,50-69 years,Both,Hemolytic disease and other neonatal jaundice,Percent of total DALYs,0.00019235,0.000145254,0.000243884
Middle East & North Africa - WB,2015,50-69 years,Both,Other neonatal disorders,Percent of total DALYs,0.000305549,0.000188082,0.000485847
Middle East & North Africa - WB,2015,50-69 years,Both,Protein-energy malnutrition,Percent of total DALYs,0.000309972,0.000248347,0.000397958
Middle East & North Africa - WB,2015,50-69 years,Both,Iodine deficiency,Percent of total DALYs,0.000797728,0.000539857,0.00116282
Middle East & North Africa - WB,2015,50-69 years,Both,Vitamin A deficiency,Percent of total DALYs,4.65759E-05,2.83716E-05,6.87435E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Iron-deficiency anemia,Percent of total DALYs,0.005435515,0.003967571,0.007248486
Middle East & North Africa - WB,2015,50-69 years,Both,Other nutritional deficiencies,Percent of total DALYs,5.99216E-05,4.75655E-05,8.60261E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Sexually transmitted diseases excluding HIV,Percent of total DALYs,0.000367664,0.000260992,0.000527231
Middle East & North Africa - WB,2015,50-69 years,Both,Hepatitis,Percent of total DALYs,0.002332408,0.002021168,0.002675323
Middle East & North Africa - WB,2015,50-69 years,Both,Leprosy,Percent of total DALYs,4.74481E-06,3.21834E-06,6.57722E-06
Middle East & North Africa - WB,2015,50-69 years,Both,Other infectious diseases,Percent of total DALYs,0.000682272,0.000603318,0.000783526
Middle East & North Africa - WB,2015,50-69 years,Both,Esophageal cancer,Percent of total DALYs,0.003101838,0.002669877,0.003591824
Middle East & North Africa - WB,2015,50-69 years,Both,Stomach cancer,Percent of total DALYs,0.00935744,0.008140371,0.010568839
Middle East & North Africa - WB,2015,50-69 years,Both,Liver cancer,Percent of total DALYs,0.010560776,0.008752286,0.012224608
Middle East & North Africa - WB,2015,50-69 years,Both,Larynx cancer,Percent of total DALYs,0.002131323,0.001863151,0.002418754
Middle East & North Africa - WB,2015,50-69 years,Both,"Tracheal, bronchus, and lung cancer",Percent of total DALYs,0.019120612,0.01674078,0.021489808
Middle East & North Africa - WB,2015,50-69 years,Both,Breast cancer,Percent of total DALYs,0.011609155,0.01022677,0.013057556
Middle East & North Africa - WB,2015,50-69 years,Both,Cervical cancer,Percent of total DALYs,0.002477889,0.002064877,0.002947098
Middle East & North Africa - WB,2015,50-69 years,Both,Uterine cancer,Percent of total DALYs,0.001609723,0.001364525,0.001878365
Middle East & North Africa - WB,2015,50-69 years,Both,Prostate cancer,Percent of total DALYs,0.002961237,0.002425442,0.0041658
Middle East & North Africa - WB,2015,50-69 years,Both,Colon and rectum cancer,Percent of total DALYs,0.008714602,0.007745518,0.009686506
Middle East & North Africa - WB,2015,50-69 years,Both,Lip and oral cavity cancer,Percent of total DALYs,0.001155725,0.001030278,0.001292878
Middle East & North Africa - WB,2015,50-69 years,Both,Nasopharynx cancer,Percent of total DALYs,0.00079246,0.000676057,0.000927782
Middle East & North Africa - WB,2015,50-69 years,Both,Other pharynx cancer,Percent of total DALYs,0.000576503,0.00050863,0.000657124
Middle East & North Africa - WB,2015,50-69 years,Both,Gallbladder and biliary tract cancer,Percent of total DALYs,0.001959037,0.001594954,0.002311646
Middle East & North Africa - WB,2015,50-69 years,Both,Pancreatic cancer,Percent of total DALYs,0.005000895,0.004481399,0.005551833
Middle East & North Africa - WB,2015,50-69 years,Both,Malignant skin melanoma,Percent of total DALYs,0.000471443,0.000403936,0.000573583
Middle East & North Africa - WB,2015,50-69 years,Both,Non-melanoma skin cancer,Percent of total DALYs,0.000459221,0.000407071,0.000514178
Middle East & North Africa - WB,2015,50-69 years,Both,Ovarian cancer,Percent of total DALYs,0.002160588,0.001872498,0.002477085
Middle East & North Africa - WB,2015,50-69 years,Both,Testicular cancer,Percent of total DALYs,7.12802E-05,6.01699E-05,8.29181E-05
Middle East & North Africa - WB,2015,50-69 years,Both,Kidney cancer,Percent of total DALYs,0.00176916,0.001547164,0.001987134
Middle East & North Africa - WB,2015,50-69 years,Both,Bladder cancer,Percent of total DALYs,0.003919806,0.003482047,0.004369469
Middle East & North Africa - WB,2015,50-69 years,Both,Brain and nervous system cancer,Percent of total DALYs,0.005775839,0.004761589,0.006622593
Middle East & North Africa - WB,2015,50-69 years,Both,Thyroid cancer,Percent of total DALYs,0.000649417,0.000555932,0.000732718
Middle East & North Africa - WB,2015,50-69 years,Both,Mesothelioma,Percent of total DALYs,0.000499023,0.000431328,0.000575614
Middle East & North Africa - WB,2015,50-69 years,Both,Hodgkin lymphoma,Percent of total DALYs,0.000409424,0.000342516,0.000559166
Middle East & North Africa - WB,2015,50-69 years,Both,Non-Hodgkin lymphoma,Percent of total DALYs,0.00287304,0.002508715,0.00341177
Middle East & North Africa - WB,2015,50-69 years,Both,Multiple myeloma,Percent of total DALYs,0.001482556,0.001301902,0.001672219
Middle East & North Africa - WB,2015,50-69 years,Both,Leukemia,Percent of total DALYs,0.007037203,0.006232787,0.007846946
Middle East & North Africa - WB,2015,50-69 years,Both,Other neoplasms,Percent of total DALYs,0.005184845,0.004551464,0.005960345
Middle East & North Africa - WB,2015,50-69 years,Both,Rheumatic heart disease,Percent of total DALYs,0.002331185,0.002104157,0.002623972
Middle East & North Africa - WB,2015,50-69 years,Both,Ischemic heart disease,Percent of total DALYs,0.178082699,0.162049763,0.194615705
Middle East & North Africa - WB,2015,50-69 years,Both,Cerebrovascular disease,Percent of total DALYs,0.071823842,0.064261217,0.080592754
Middle East & North Africa - WB,2015,50-69 years,Both,Hypertensive heart disease,Percent of total DALYs,0.013670256,0.011851159,0.016210339
Middle East & North Africa - WB,2015,50-69 years,Both,Cardiomyopathy and myocarditis,Percent of total DALYs,0.007899689,0.006820715,0.009877052
